city,hue10,hue30,hue50,hue70,hue90,sat10,sat30,sat50,sat70,sat90,val10,val30,val50,val70,val90,year
Athens,0.033980582524271837,0.08980582524271845,0.1650485436893204,0.5412621359223301,0.7014563106796117,0.044328658912779706,0.15743221874530294,0.2869481336137141,0.4588257574515818,0.7438152095156592,0.09833212297264583,0.291517792302106,0.4741709029290729,0.6618155410312273,0.8944850532805717,2012
Athens,0.017094017094017096,0.08034188034188035,0.1623931623931624,0.5709401709401709,0.7829059829059829,0.026080988242760936,0.1433539742414655,0.28593250303787715,0.4652394655871204,0.7509614693782837,0.12535407761720604,0.35142922794117637,0.5468784261421814,0.7288598402323891,0.9342668672407236,2014
San Juan,0.02476780185758514,0.08668730650154799,0.18575851393188847,0.56656346749226,0.6904024767801857,0.03636530776386299,0.16477246910745738,0.3044988803799327,0.49333724721441247,0.7582676697172164,0.11027369281045754,0.3167804405712902,0.5022875816993464,0.683709137976178,0.9121029367789666,2012
San Juan,0.015479876160990712,0.07739938080495358,0.16563467492260062,0.5851393188854489,0.8111455108359134,0.02555668039949957,0.15579050783907347,0.30102631061212753,0.47208025793137776,0.7352762154591399,0.11316094338970155,0.33832100741531174,0.5424163513925371,0.737644193479861,0.9429549597616824,2014
Nairobi,0.02766798418972332,0.09090909090909093,0.18972332015810275,0.5454545454545454,0.7114624505928854,0.036878466047639884,0.1296051679716755,0.2529187848262514,0.41163783856827846,0.7003958112308765,0.11336601307189542,0.3042580488985718,0.474400871459695,0.6547712418300653,0.9097421768707485,2012
Nairobi,0.0015698587127158554,0.08163265306122447,0.17582417582417584,0.543171114599686,0.728414442700157,0.013328947394010198,0.11925589213920487,0.2602751865911352,0.4418773343746537,0.720698482556863,0.1377973411586857,0.3649583489905657,0.5557600818105021,0.7404119008714597,0.9442265795206972,2014
Ulan Bator,0.0,0.078125,0.16796875,0.5703125,0.734375,0.011337985339496266,0.11458895717114095,0.23823004147575522,0.4032646467098883,0.66800960366833,0.12264584846284193,0.34073468893730335,0.5244795449043814,0.7013052529653836,0.9218429347047462,2012
Ulan Bator,0.0,0.07976366322008863,0.16395864106351551,0.5568685376661743,0.6986706056129985,0.008938555537142385,0.10924325129359366,0.2451447804763618,0.4260891765805761,0.7089811270867745,0.13666182522391673,0.3854009239220486,0.5792302106027596,0.7548068116135342,0.9419462368280648,2014
Taipei,0.034403669724770644,0.0871559633027523,0.13990825688073394,0.4885321100917431,0.7112385321100967,0.04791069410800047,0.16694395823172178,0.30554849303513165,0.4892482472007915,0.7613989984327466,0.12610355253212396,0.330237230694747,0.5169924760027469,0.7016324307500778,0.9092476990796319,2012
Taipei,0.026101141924959215,0.07830342577487764,0.13539967373572595,0.5301794453507341,0.765089722675367,0.04091802876489561,0.1593296894791681,0.2984140893240205,0.4742725066282393,0.7343155668050309,0.11901046838488481,0.3282391304165735,0.5283587509077705,0.7137479196925682,0.9144151688453159,2014
Vienna,0.029612756264236907,0.0888382687927107,0.1571753986332574,0.5056947608200456,0.6970387243735763,0.03753005328007029,0.143899556736773,0.2772072267890212,0.44817491908656554,0.7321484362599385,0.11550956184943113,0.31209876543209875,0.49466836117162916,0.6786028655289272,0.9078929349517586,2012
Vienna,0.012658227848101266,0.07911392405063293,0.14556962025316456,0.5680379746835443,0.7737341772151899,0.02314579897424101,0.13727218835186572,0.2771243941254046,0.4546955189679279,0.7325124184041393,0.12059670781893006,0.3429557007988381,0.5485170338988163,0.7419995158557251,0.9334267202251272,2014
Manama,0.0,0.07670454545454546,0.14204545454545456,0.5056818181818182,0.7329545454545454,0.001384083044982696,0.11139951210230997,0.2436593141336141,0.4209484474687531,0.7220040111839439,0.11502153947998953,0.3475744371822803,0.5508697046719923,0.7358861075294315,0.940524654306167,2012
Manama,0.0,0.07646176911544228,0.15742128935532235,0.5217391304347826,0.7706146926536732,0.0031924019719275095,0.11749539283789995,0.2701679999804804,0.4696103441423699,0.7740678988561488,0.11957681683784623,0.39240585122938065,0.6107383578431372,0.7919261531773203,0.9585960072918058,2014
Kiev,0.019803921568628164,0.08627450980392158,0.17647058823529413,0.5607843137254902,0.7843137254901961,0.031663809211709616,0.14736457100873523,0.2850141172356996,0.46277705624030635,0.7452782523285921,0.11303800532558703,0.29854272573226814,0.4774993948196562,0.666877269426289,0.9089888671945351,2012
Kiev,0.010494752623688156,0.07946026986506746,0.17541229385307347,0.5862068965517241,0.7826086956521741,0.020157744232419908,0.1296760534910133,0.27277773136526473,0.4562862272709049,0.7309408538837969,0.12034313725490195,0.3277172597434035,0.5320035280548205,0.7337377026935341,0.9420467241106363,2014
Cape Town,0.03038674033149171,0.09392265193370164,0.1878453038674033,0.5662983425414365,0.6961325966850829,0.04323313785569231,0.15629782802587044,0.29255818847657883,0.4713647138430712,0.7404887869676529,0.11371943839264102,0.30821834906802226,0.4883865892035826,0.68255808496238,0.9095981602517551,2012
Cape Town,0.018300653594771243,0.07973856209150326,0.16601307189542486,0.5738562091503268,0.7843137254901961,0.02930414918991975,0.14920417036200534,0.2925934923000314,0.46695394934610457,0.7328305320084709,0.1260237586158724,0.33910951714018933,0.5365940192686071,0.7276955226535058,0.928801139833096,2014
Copenhagen,0.02348336594911937,0.08414872798434443,0.1506849315068493,0.5303326810176126,0.7045009784735812,0.03300231635555862,0.13856113732622988,0.2653114411619704,0.4422614470044337,0.7230397362386396,0.10485354635681432,0.29938271604938266,0.489875950380152,0.6854393609295572,0.9171266037279108,2012
Copenhagen,0.008174386920980926,0.07356948228882834,0.14713896457765668,0.5885558583106267,0.7888283378746594,0.018876564677100926,0.13277298458719555,0.271144274418588,0.4500352441071036,0.7300863303721647,0.11511948529411764,0.33057461873638344,0.5384773662551441,0.7372240943025934,0.9430173579962124,2014
Brussels,0.028077753779697626,0.08639308855291576,0.16198704103671707,0.531317494600432,0.7429805615550756,0.0384198260519039,0.1453902304012587,0.2799406159871987,0.46125916327036315,0.7490822538312041,0.11341425459072516,0.29959452916969265,0.4772149600580974,0.6647584220582162,0.9011377390462358,2012
Brussels,0.015228426395939087,0.07868020304568528,0.15228426395939088,0.5748730964467005,0.7931472081218274,0.025068979033836154,0.14398623830674018,0.28861800642992336,0.4680983831792447,0.7465691842168292,0.11733652565964658,0.3282480385037094,0.5271672866677535,0.724570321955943,0.9333333333333332,2014
San Jose,0.017412935323383085,0.0845771144278607,0.16666666666666666,0.5398009950248757,0.7064676616915423,0.02977900519661747,0.14111672495616728,0.2730940110796294,0.4495187604457239,0.7267734837402244,0.09549019607843136,0.2796979060760106,0.46636946638223187,0.6639373033163883,0.9098874364560638,2012
San Jose,0.0,0.07654921020656136,0.17496962332928312,0.5759416767922235,0.8323207776427703,0.010783168079539648,0.13223600957274165,0.2836901479243139,0.467747867858534,0.7527774709430848,0.12038719654528479,0.35088805533747525,0.5642217380779473,0.7599733720648754,0.9539521514161222,2014
Dubai,0.0262582056892779,0.08971553610503283,0.16192560175054704,0.5251641137855579,0.6914660831509847,0.03410610119776449,0.14249023559898363,0.27567337339453524,0.4506460579956465,0.7243905774019863,0.09697269426289035,0.3030499458530048,0.5017429193899782,0.6896606820505979,0.9041273299443235,2012
Dubai,0.009079118028534372,0.08041504539559015,0.16472114137483787,0.5719844357976653,0.7924773022049287,0.020270945083661434,0.13813485998260788,0.27810190304379534,0.45878974184713617,0.7420576250735839,0.11577703264947958,0.3501101428225611,0.5629629629629629,0.756755851129379,0.9441625231407442,2014
Doha,0.0024509803921568627,0.08823529411764706,0.16666666666666666,0.5220588235294118,0.7573529411764706,0.00886593139460441,0.10686617848940214,0.23324979209237195,0.40536645471593147,0.6878134311082978,0.14488106216898317,0.38515850784758343,0.5932152791912613,0.7969135802469135,0.9505882352941178,2012
Doha,0.0,0.07826086956521738,0.15403726708074533,0.5552795031055899,0.7763975155279503,0.008627010230445594,0.12017207508032826,0.2612195664565241,0.44858268011997476,0.7396498465016068,0.12566270952825576,0.37795740518429594,0.594451113778845,0.7807310578552409,0.9527010804321728,2014
Guatemala City,0.008356545961002786,0.0807799442896936,0.16434540389972144,0.5292479108635098,0.6935933147632312,0.020998702825376987,0.12953556270841343,0.2730271152771513,0.45253852548193796,0.724001785047356,0.10464911685550807,0.3051440329218106,0.49567296054224164,0.6859634471072378,0.921790493975368,2012
Guatemala City,0.0,0.07879490150637311,0.17381228273464658,0.5573580533024334,0.776361529548088,0.005543223930663621,0.12410996849879999,0.2672070213513387,0.44774329876908214,0.7333020874826749,0.12236781730505863,0.34964846586782866,0.5544420237230694,0.749885732070606,0.9490425305924841,2014
Rio de Janeiro,0.028571428571428567,0.09285714285714286,0.19285714285714287,0.5452380952380952,0.6952380952380952,0.037488440312867084,0.14321817441927526,0.2728102933687445,0.44609735307776655,0.7316815380959558,0.1098886468167514,0.30213023480997336,0.4835199131555737,0.6691789215686275,0.9031953522149602,2012
Rio de Janeiro,0.0,0.07502679528403003,0.16613076098606644,0.5755627009646302,0.8017148981779206,0.011172843575123484,0.1292329921642326,0.27087048652693657,0.44332144278180396,0.7132711281864065,0.11934323902571407,0.34348958333333324,0.5485475671750182,0.7451116086573037,0.9478280200969276,2014
Beirut,0.010389610389610391,0.08051948051948052,0.13506493506493505,0.5012987012987012,0.7090909090909091,0.02112171943508821,0.13870745191962253,0.2850018095279888,0.4761397387612867,0.753139996197699,0.11467683369644152,0.3197212066081505,0.5122004357298474,0.712389251997095,0.9292665214233843,2012
Beirut,0.0,0.06892655367231637,0.1423728813559322,0.536723163841808,0.7762711864406779,0.0,0.10873003172230941,0.2641124667070863,0.45606921337018924,0.7514220348110898,0.09167150810941663,0.3492752656618202,0.5717138707334786,0.7681285847672401,0.9540102954762153,2014
Minsk,0.017937219730941704,0.08968609865470853,0.1860986547085202,0.5605381165919282,0.7309417040358744,0.026005083247047853,0.11940762060960464,0.24030125154769283,0.41400992082337684,0.6926774346318534,0.1186625514403292,0.31498063422900013,0.4957616435441705,0.6792738082887475,0.9164614665550959,2012
Minsk,0.0,0.07776560788608981,0.1741511500547645,0.5684556407447974,0.7765607886089814,0.004232179891909571,0.1063251277861511,0.24414914577565028,0.422003137317669,0.7001497102994867,0.128080367949649,0.34691073589929794,0.5554294518866969,0.7530480704392484,0.9553506587820313,2014
Montevideo,0.031746031746031744,0.08888888888888889,0.16825396825396827,0.5333333333333333,0.7015873015873015,0.05069010420679773,0.15596982996423037,0.285915755182527,0.4566501265956101,0.7272576995759896,0.10422070062592939,0.2753159041394336,0.4505567659162431,0.6325804889857178,0.8817792302106029,2012
Montevideo,0.020702070207020702,0.08730873087308731,0.18901890189018905,0.5634563456345635,0.7731773177317731,0.029765224656939746,0.15069991922956946,0.2892835997961476,0.45915761058032917,0.7364781389840881,0.1215686274509804,0.33725490196078445,0.5237812907554409,0.7090849629349387,0.9213650858267182,2014
Asuncion,0.0026041666666666665,0.08072916666666667,0.1640625,0.5234375,0.6848958333333334,0.01825680534646907,0.12488026095825538,0.2477466621142329,0.4224107892123171,0.6798707321895184,0.0909525538610506,0.28633702493343016,0.4756656983781167,0.6633079157588961,0.8984083756959576,2012
Asuncion,0.009365244536940686,0.08532778355879292,0.18210197710718,0.5348595213319459,0.7336108220603538,0.022230587661719384,0.14069294186932807,0.285046580978283,0.4681067023822628,0.7531071416771651,0.11372549019607844,0.33482059490462845,0.5317149081854965,0.7174028088744149,0.9254901960784314,2014
