Center,Country,lat,lon,tweet20111,tweet20112,tweet20113,tweet20114,tweet20115,tweet20116,tweet20117,tweet20118,tweet20119,tweet201110,tweet201111,tweet201112,tweet20121,tweet20122,tweet20123,tweet20124,tweet20125,tweet20126,tweet20127,tweet20128,tweet20129,tweet201210,tweet201211,tweet201212,tweet20131,tweet20132,tweet20133,tweet20134,tweet20135,tweet20136,tweet20137,tweet20138,tweet20139,tweet201310,tweet201311,tweet201312,tweet20141,tweet20142,tweet20143,tweet20144,tweet20145,tweet20146,tweet20147,tweet20148,tweet20149,tweet201410,tweet201411,tweet201412,actor20111,actor20112,actor20113,actor20114,actor20115,actor20116,actor20117,actor20118,actor20119,actor201110,actor201111,actor201112,actor20121,actor20122,actor20123,actor20124,actor20125,actor20126,actor20127,actor20128,actor20129,actor201210,actor201211,actor201212,actor20131,actor20132,actor20133,actor20134,actor20135,actor20136,actor20137,actor20138,actor20139,actor201310,actor201311,actor201312,actor20141,actor20142,actor20143,actor20144,actor20145,actor20146,actor20147,actor20148,actor20149,actor201410,actor201411,actor201412
Tokyo,Japan,35.70902589999999,139.73199250000002,0,0,0,0,0,0,0,0,249,3120,4913,6805,6797,6216,7353,8767,8888,7967,9329,9842,11709,13487,14898,16502,15271,13348,18404,17129,20008,20451,22241,24658,25068,26629,32398,45227,40613,40234,55255,59234,67543,64317,31447,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1453,2099,2997,2969,2744,3210,3876,3894,3489,3830,4346,4650,5250,5548,5881,5546,4612,6343,5818,6923,7246,7230,8524,8430,8501,10861,14513,12419,11786,16813,17165,19583,18598,10869,0,0,0,0,0
Jakarta,Indonesia,-6.2087634000000005,106.84559899999999,0,0,0,0,0,0,0,0,48,232,438,661,835,855,829,1049,1553,2462,3169,3647,4596,6106,6989,10310,12239,13225,14882,17261,22228,25303,30326,33501,33960,36131,37117,56250,52672,45224,51210,52293,57423,58903,28826,0,0,0,0,0,0,0,0,0,0,0,0,0,14,123,172,305,357,396,433,548,766,1089,1348,1681,1991,2485,2842,3898,4415,4817,5328,6146,7410,8347,9316,10475,10691,11746,12304,17485,15877,13825,14659,14697,15181,15641,8977,0,0,0,0,0
Delhi,India,28.6139391,77.20902120000001,0,0,0,0,0,0,0,0,0,40,71,85,172,129,150,181,212,168,263,328,374,462,404,468,408,454,389,351,427,426,387,495,493,757,907,1693,1921,1502,2509,2364,2619,2170,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,46,59,59,70,66,56,64,97,135,145,162,149,197,170,178,185,164,156,158,176,201,216,262,305,556,548,415,486,511,585,523,312,0,0,0,0,0
Manila,Philippines,14.599512400000002,120.98421950000001,0,0,0,0,0,0,0,0,22,484,998,1804,2002,2332,2481,2354,2955,3951,5321,6230,6035,6273,6719,9009,9279,9096,8986,9273,13097,13298,15136,19798,19006,20997,23916,44694,45648,28856,39121,36402,43627,40816,21011,0,0,0,0,0,0,0,0,0,0,0,0,0,7,227,388,678,849,968,1102,1023,1208,1524,1902,2210,2216,2348,2582,3151,3226,2987,2996,2918,3182,3685,3926,4272,4497,4634,5252,7769,7866,5573,6583,6212,6917,7518,5188,0,0,0,0,0
Seoul,South Korea,37.566534999999995,126.9779692,0,0,0,0,0,0,0,0,14,1131,1720,2618,2422,2214,2375,2930,3047,2659,3170,3305,3193,4037,4721,5507,4711,4287,4685,4969,5546,5932,5393,6496,7047,7449,8043,15726,12472,6990,12611,12479,16066,15712,6467,0,0,0,0,0,0,0,0,0,0,0,0,0,7,623,818,1225,1180,1071,1164,1291,1252,1149,1237,1443,1390,1692,1689,2129,1751,1511,1676,1683,1832,1909,1665,1866,1901,2163,2334,4022,2990,1948,2824,2882,3287,3373,1797,0,0,0,0,0
Shanghai,China,31.230415999999998,121.473701,0,0,0,0,0,0,0,0,4,94,112,170,100,197,188,265,292,322,333,317,369,813,832,1037,916,666,766,889,952,476,372,772,810,856,802,725,467,573,1052,1333,1426,1609,759,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,64,72,61,92,103,136,138,125,148,130,196,263,276,302,259,239,239,260,265,206,199,283,282,306,329,288,235,234,395,472,485,463,268,0,0,0,0,0
Karachi,Pakistan,24.861462200000002,67.00993879999999,0,0,0,0,0,0,0,0,0,19,4,19,22,21,27,23,36,43,63,89,53,80,93,127,106,106,108,124,239,200,295,238,259,348,491,1261,1305,988,862,1161,1612,2220,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,14,13,12,16,14,17,18,34,35,32,37,51,42,53,49,58,89,68,80,83,87,118,141,235,232,163,158,224,264,308,192,0,0,0,0,0
Beijing,China,39.904211,116.407395,0,0,0,0,0,0,0,0,38,50,89,54,78,112,110,148,186,170,149,144,232,516,407,366,452,330,491,545,459,286,267,381,403,409,404,436,363,426,793,1040,949,812,383,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,45,35,45,57,58,71,98,79,87,78,104,153,144,143,152,118,155,155,165,142,132,181,178,152,161,184,164,133,232,301,273,315,141,0,0,0,0,0
New York City,United States,40.7127837,-74.00594129999999,0,0,0,0,0,0,0,0,212,4422,6758,8031,8063,8831,10218,10904,10957,12161,12236,12781,14240,16693,14606,16626,16187,14372,17134,19214,20346,23402,25333,26290,27742,32004,35567,48705,51049,53813,64523,68732,70664,73382,31924,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2104,3094,3797,3795,4042,4986,5331,5205,5774,5889,6064,6610,7477,6943,7784,7205,6495,7571,8111,8793,10076,10364,10682,10737,11800,13878,18604,17928,17761,22344,23243,23589,24662,12580,0,0,0,0,0
Guangzhou,China,23.12911,113.264385,0,0,0,0,0,0,0,0,2,41,41,30,79,76,99,101,142,101,103,120,156,294,134,241,173,158,130,170,136,117,158,168,171,189,206,241,203,243,303,590,583,454,269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,24,21,32,37,40,44,53,42,39,52,71,81,55,69,69,66,47,66,68,58,63,81,79,90,89,105,89,71,103,162,155,145,88,0,0,0,0,0
Sao Paulo,Brazil,-23.550519899999998,-46.6333094,0,0,0,0,0,0,0,0,20,747,1288,1816,2131,2380,2076,1839,2390,2225,2305,2408,2879,2984,3032,3332,3413,3209,3718,4233,4887,5843,6513,6913,6208,6887,8169,9639,13189,13574,15383,18060,19125,22831,12888,0,0,0,0,0,0,0,0,0,0,0,0,0,11,422,558,807,831,944,990,901,1027,997,1073,1197,1307,1337,1350,1365,1268,1248,1316,1344,1464,1666,1836,1889,1900,2100,2488,2998,3396,3325,3926,4547,5033,5694,3384,0,0,0,0,0
Mexico City,Mexico,19.4326077,-99.133208,0,0,0,0,0,0,0,0,23,1299,2048,2713,2833,3127,3770,4307,5388,6141,7280,7025,8045,9608,10222,11517,12121,10877,12937,13594,14104,17233,18083,18478,19103,21021,24564,29694,28669,28077,37505,40594,45497,53085,22807,0,0,0,0,0,0,0,0,0,0,0,0,0,18,604,947,1191,1367,1416,1894,2089,2438,2643,3071,3194,3533,4057,4244,4718,4395,4296,4670,4827,4864,5316,5372,5869,6235,6743,7640,8948,8201,7734,10753,11798,12822,13399,7293,0,0,0,0,0
Mumbai,India,19.0759837,72.87765590000001,0,0,0,0,0,0,0,0,4,44,58,152,145,175,127,139,200,221,313,469,477,560,541,643,872,633,777,763,890,904,919,1068,1247,1516,1866,4047,4117,2439,3507,3596,4352,4095,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,40,81,82,102,82,81,107,125,168,220,250,252,275,337,336,312,270,320,344,414,364,403,477,474,637,1089,1016,687,848,985,1027,1142,700,0,0,0,0,0
Osaka,Japan,34.693737799999994,135.50216509999998,0,0,0,0,0,0,0,0,13,1240,1945,2606,2415,2794,3285,3805,4087,3824,4249,5331,5267,6241,6967,8145,7107,6297,8718,8520,9495,12093,13400,15192,15332,16618,19682,30830,30375,29099,41336,41468,45935,43112,21125,0,0,0,0,0,0,0,0,0,0,0,0,0,11,515,777,1139,1062,1062,1182,1330,1404,1261,1485,1787,1781,2077,2168,2432,2309,2130,2656,2655,3053,3372,3459,4255,4211,4302,5511,7791,6972,6591,9081,8890,9897,9566,5895,0,0,0,0,0
Moscow,Russia,55.755826,37.6173,0,0,0,0,0,0,0,0,65,2392,3969,6311,5463,6840,8081,9040,10510,9003,7683,6959,9142,9707,9871,9571,7686,7362,8033,8248,9051,9239,8066,9056,10667,11164,11629,13236,11539,12395,16127,17967,17949,17266,6605,0,0,0,0,0,0,0,0,0,0,0,0,0,38,932,1368,1974,1916,2400,2828,3172,3430,3318,3056,2788,3506,3675,3730,3603,2931,2799,2922,2989,3017,3136,2840,2754,3190,3338,3457,3760,3363,3400,4851,5149,5316,4898,2758,0,0,0,0,0
Dhaka,Bangladesh,23.810332,90.4125181,0,0,0,0,0,0,0,0,2,20,15,25,42,43,33,74,61,69,89,80,120,114,66,134,108,120,126,86,138,146,154,197,150,225,231,339,283,386,402,451,539,807,449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,14,25,20,23,20,18,25,33,30,36,47,36,58,41,50,40,44,53,57,63,63,63,78,91,137,112,108,137,181,175,215,133,0,0,0,0,0
Cairo,Egypt,30.0444196,31.235711600000005,0,0,0,0,0,0,0,0,2,55,234,341,459,318,339,617,772,1184,568,732,879,1286,2256,2152,2075,4212,1531,1656,2183,2268,2828,3142,3725,4592,6127,13572,10997,7830,7326,8180,12299,11648,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,83,100,146,121,103,144,219,265,222,274,331,426,562,585,618,455,482,543,552,630,757,627,685,792,1128,1919,1725,936,1156,1260,1464,1528,795,0,0,0,0,0
Los Angeles,United States,34.0522342,-118.24368490000002,0,0,0,0,0,0,0,0,36,781,1445,1407,2110,1928,2282,2378,2204,2942,2288,3016,3258,4030,4855,4980,5511,4939,6121,6510,7293,9283,9621,10254,9911,11011,13720,17814,20721,19883,24124,26010,25277,30097,13777,0,0,0,0,0,0,0,0,0,0,0,0,0,15,424,681,760,1092,958,1201,1374,1257,1519,1300,1629,1612,1849,2034,2034,2080,1954,2355,2559,2673,3567,3346,3879,3566,3881,4880,5671,6135,5900,7671,8084,7710,8893,4474,0,0,0,0,0
Bangkok,Thailand,13.7563309,100.5017651,0,0,0,0,0,0,0,0,29,744,830,1641,1857,1803,1973,2288,2804,3316,3916,3721,4221,5504,5596,6312,5785,5190,7190,6929,8378,10057,11483,12550,13907,17661,22434,38508,34829,23847,35571,38573,40437,40944,16113,0,0,0,0,0,0,0,0,0,0,0,0,0,13,302,343,692,772,754,903,919,981,1119,1314,1390,1523,1778,1823,2140,1971,1825,2157,1948,2229,2459,2740,3029,3277,3588,4166,6387,6101,4447,6397,7271,7471,7637,4609,0,0,0,0,0
Kolkata,India,22.572646,88.363895,0,0,0,0,0,0,0,0,2,13,12,40,39,29,28,52,67,66,65,122,149,148,163,407,204,138,1303,1383,300,164,191,236,302,489,490,884,869,440,881,1263,1504,1115,460,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,19,22,17,17,25,31,36,35,41,49,54,65,80,56,55,71,79,71,79,78,96,104,132,149,225,220,155,169,217,287,238,139,0,0,0,0,0
Buenos Aires,Argentina,-34.6036844,-58.381559100000004,0,0,0,0,0,0,0,0,12,450,656,1028,917,1033,1219,1317,1258,1618,2008,3000,3723,4875,5298,5592,4698,5264,6647,7401,8396,8776,9243,9317,13172,15029,18237,33029,26341,23985,27397,30358,38172,44729,25790,0,0,0,0,0,0,0,0,0,0,0,0,0,9,211,304,411,427,468,517,565,607,694,955,1297,1680,2016,2133,2319,1859,2143,2585,2846,2923,2980,3136,3118,4261,4703,6063,9342,7474,5896,7111,7783,9436,10958,7539,0,0,0,0,0
Istanbul,Turkey,41.0082376,28.978358899999996,0,0,0,0,0,0,0,0,4,678,1399,2691,2648,2806,3371,4688,5781,6662,7157,7593,8734,11190,12410,14015,13249,10791,13199,13425,17828,27514,17553,16447,19598,21487,25452,41644,41578,38037,57007,65068,65261,64139,29460,0,0,0,0,0,0,0,0,0,0,0,0,0,4,370,646,1082,1134,1262,1597,2089,2494,2885,3121,3424,4143,4876,5226,5798,5349,4844,5340,5592,7055,8810,6331,6258,7568,8235,9517,13803,12159,11942,15480,20921,22486,22165,11899,0,0,0,0,0
Tehran,Iran,35.6891975,51.3889736,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,12,29,15,7,14,33,15,8,10,13,15,21,6,3,15,10,8,23,25,81,221,342,249,257,494,279,311,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,7,7,9,5,11,11,14,8,9,10,13,10,5,3,9,7,7,13,17,36,57,63,39,49,91,69,72,35,0,0,0,0,0
Lagos,Nigeria,6.5243793,3.3792057,0,0,0,0,0,0,0,0,0,4,5,11,12,4,14,47,114,85,301,1064,1109,1191,980,1137,1673,2088,2046,1539,1453,1276,1906,2055,2690,2321,2818,4348,3588,1905,2123,2509,2982,3460,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,6,3,6,29,44,44,134,287,309,326,307,415,475,457,493,421,436,428,567,609,619,634,656,1030,916,569,595,622,711,779,515,0,0,0,0,0
Shenzhen,China,22.543096,114.05786499999999,0,0,0,0,0,0,0,0,10,17,21,23,25,50,89,162,41,69,66,99,76,126,203,178,124,113,188,164,164,115,157,185,128,208,163,192,211,175,352,348,293,204,153,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,16,17,21,25,24,23,34,26,39,31,51,38,34,39,43,40,52,46,42,48,57,39,49,65,49,64,35,66,82,94,80,63,0,0,0,0,0
Rio de Janeiro,Brazil,-22.9068467,-43.1728965,0,0,0,0,0,0,0,0,6,269,431,558,745,964,709,551,642,913,785,966,1153,1208,1288,1834,1961,1883,2052,2003,2277,2677,3447,3130,3324,3321,5084,6878,6932,6906,8649,8056,11660,14260,8431,0,0,0,0,0,0,0,0,0,0,0,0,0,5,114,194,274,344,354,312,327,337,412,430,467,518,571,608,768,744,668,717,694,804,910,1131,988,1064,1139,1429,1859,2070,1988,2370,2478,2757,3699,2378,0,0,0,0,0
Kinshasa,Democratic Republic of the Congo,-4.4419311,15.266293099999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,9,2,9,5,32,33,36,10,9,13,16,26,11,33,8,44,37,65,47,12,42,53,68,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,2,5,4,5,8,4,5,6,7,7,9,7,13,7,12,17,15,15,8,18,15,18,11,0,0,0,0,0
Tianjin,China,39.084158,117.20098300000001,0,0,0,0,0,0,0,0,1,1,17,38,7,6,17,21,7,10,9,14,19,72,17,22,47,36,38,37,42,38,24,38,44,38,38,68,94,82,114,307,261,159,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,6,4,10,10,5,8,8,10,9,16,6,13,19,15,13,14,18,20,12,21,18,22,24,24,18,20,34,46,52,38,14,0,0,0,0,0
Paris,France,48.856614,2.3522218999999995,0,0,0,0,0,0,0,0,107,1576,2447,3528,3858,4142,5721,5630,6386,7694,7421,6274,9143,11423,12287,14526,16324,11753,14082,15281,15609,21512,20875,17552,21155,23161,25763,34998,36845,35433,45452,40540,41563,48308,21457,0,0,0,0,0,0,0,0,0,0,0,0,0,28,733,1009,1414,1469,1664,2147,2366,2544,3097,3145,2551,3489,4057,4267,4814,4770,4278,4787,5124,5221,6592,6384,5415,6342,7534,7977,10709,9990,9971,11708,11122,10686,12902,6459,0,0,0,0,0
Lima,Peru,-12.046374,-77.04279340000001,0,0,0,0,0,0,0,0,2,90,132,322,393,374,475,527,580,682,873,1155,1521,1635,1762,2283,2223,2354,2816,2800,2812,3002,3333,3171,4418,4545,5566,10499,10713,7210,9863,11998,12312,13982,6618,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,71,165,201,200,233,271,279,346,462,568,694,710,746,869,862,954,1016,1063,1100,1200,1236,1232,1548,1647,2087,3192,3039,2062,2629,3090,3330,3490,1998,0,0,0,0,0
Chengdu,China,30.572815999999996,104.066801,0,0,0,0,0,0,0,0,3,0,9,16,10,22,54,15,20,12,12,26,31,31,14,19,28,15,21,16,21,25,14,28,39,30,33,37,64,39,54,54,34,69,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,3,6,6,4,5,3,7,12,12,11,11,12,14,8,15,9,13,13,11,16,16,20,20,19,30,24,23,24,20,17,18,0,0,0,0,0
London,United Kingdom,51.5073509,-0.12775830000000002,0,0,0,0,0,0,0,0,198,4689,7861,8298,8602,10676,11442,11470,14699,16336,20800,20509,19375,21645,23205,22977,23447,21206,23924,26336,30870,34461,38458,39771,40740,44150,52986,62493,65762,72191,85471,84723,90246,96979,43962,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2293,3397,3763,3913,4717,5286,5417,6575,7211,9326,9473,9000,9804,10345,10533,9939,9366,9761,10611,12026,13753,14846,14191,14637,16066,19509,22878,22080,24006,27578,26945,28272,29700,17346,0,0,0,0,0
Nagoya,Japan,35.1814464,136.906398,0,0,0,0,0,0,0,0,17,517,894,1100,1149,1448,1820,2159,2424,2000,2447,2627,2934,2872,3150,3507,2597,2569,3348,3450,4273,5139,5378,5869,6244,6364,6874,10543,10039,10283,13221,13484,15878,15417,7475,0,0,0,0,0,0,0,0,0,0,0,0,0,3,266,407,529,573,549,640,665,757,688,772,824,1010,1098,1139,1276,1153,1013,1328,1219,1551,1657,1673,2132,2021,1961,2356,3409,2963,2905,4077,3917,4502,4330,2558,0,0,0,0,0
Lahore,Pakistan,31.554606099999997,74.35715809999999,0,0,0,0,0,0,0,0,0,6,7,20,14,20,19,32,26,55,34,55,79,68,88,76,99,145,99,106,125,160,157,144,120,259,469,893,749,380,809,984,1562,2514,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,10,12,16,20,17,32,23,27,37,37,34,38,48,51,46,49,54,55,58,60,72,86,121,225,208,146,174,205,250,274,182,0,0,0,0,0
Chennai,India,13.0826802,80.2707184,0,0,0,0,0,0,0,0,0,29,30,79,107,102,64,104,73,68,133,173,191,211,217,201,230,220,214,620,1065,1050,1059,258,411,405,874,1260,1226,742,961,1585,1279,672,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,48,41,39,41,45,45,45,66,73,85,97,102,125,104,99,75,103,109,108,120,91,133,133,185,334,300,183,231,298,310,280,147,0,0,0,0,0
Chicago,United States,41.8781136,-87.62979820000001,0,0,0,0,0,0,0,0,71,1349,1873,2339,2452,2488,3644,3025,4030,4317,4444,5099,4780,5733,6031,5876,5601,4812,6526,7145,7333,10402,10513,10940,10232,11257,12617,16483,17056,17762,23003,24022,25488,28752,13647,0,0,0,0,0,0,0,0,0,0,0,0,0,36,660,892,1149,1259,1177,1814,1566,1810,2206,2347,2751,2496,2737,2779,2876,2700,2334,3019,3074,3451,4676,4788,4626,4133,4523,5089,6699,6306,6153,8465,8449,8789,10011,5407,0,0,0,0,0
Bogota,Colombia,4.7109886,-74.072092,0,0,0,0,0,0,0,0,3,351,494,778,722,1043,1132,1303,1665,2022,2578,3120,4103,6184,6110,7731,8158,7513,9268,9857,9882,10636,11420,12173,13465,14290,17872,31898,31032,22852,27109,27501,38289,42820,21590,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161,228,341,369,448,519,598,693,862,1115,1327,1657,2133,2197,2777,2914,2776,2976,3255,3300,3445,3585,3649,4069,4293,5044,8151,7701,5718,6342,6600,7796,9078,6182,0,0,0,0,0
Ho Chi Minh City,Vietnam,10.8230989,106.6296638,0,0,0,0,0,0,0,0,2,11,36,44,75,56,89,46,58,79,77,133,107,95,122,263,172,120,269,159,161,421,295,281,229,518,455,1033,853,288,753,510,595,908,327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,13,32,36,34,43,33,43,49,45,54,70,59,76,99,80,68,84,66,94,106,104,103,90,117,115,155,136,111,135,141,180,177,110,0,0,0,0,0
Hyderabad,India,17.385044,78.486671,0,0,0,0,0,0,0,0,1,35,30,42,32,66,33,37,77,46,69,93,95,123,115,202,177,166,206,181,253,392,325,316,307,344,467,1198,1011,381,603,970,1020,2026,871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,14,26,15,31,22,22,35,24,40,54,53,65,70,74,79,75,80,62,75,76,88,128,122,122,160,244,234,123,164,206,207,233,134,0,0,0,0,0
Bengaluru,India,12.9715987,77.5945627,0,0,0,0,0,0,0,0,7,53,46,118,125,129,110,191,159,206,241,259,318,382,358,502,439,405,396,819,532,467,438,402,550,586,883,2190,1976,1461,1887,1837,1867,1920,898,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,32,69,67,82,69,85,70,98,119,144,154,186,187,231,194,172,152,166,196,206,188,167,218,240,329,519,508,360,486,562,606,613,312,0,0,0,0,0
Dongguan,China,23.020673000000002,113.7518,0,0,0,0,0,0,0,0,0,6,7,3,14,32,10,11,8,10,30,23,19,19,11,16,20,7,12,57,9,22,12,45,33,42,41,30,84,63,284,342,159,97,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,5,3,5,5,8,11,7,13,12,8,8,7,5,6,8,6,12,9,19,18,12,15,17,14,14,24,27,27,25,15,0,0,0,0,0
Johannesburg,South Africa,-26.2041028,28.047305100000003,0,0,0,0,0,0,0,0,0,29,82,33,40,109,218,170,161,285,353,734,725,886,895,570,830,1181,1295,1514,2744,2355,2141,2395,2630,3446,2897,3458,3689,4574,5379,5955,7799,7192,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,23,23,45,70,77,98,120,129,234,275,314,316,254,343,443,490,546,627,605,721,715,758,940,899,960,960,1195,1400,1331,1451,1393,767,0,0,0,0,0
Wuhan,China,30.593099,114.305393,0,0,0,0,0,0,0,0,1,6,7,30,38,27,23,28,23,19,19,33,74,186,194,156,159,111,137,131,123,43,23,53,85,77,71,95,109,65,116,333,269,132,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,12,14,8,13,13,11,12,14,20,26,23,19,24,23,24,27,23,17,15,20,28,16,31,31,28,35,34,45,41,45,21,0,0,0,0,0
Taipei,Taiwan,25.0329694,121.56541770000001,0,0,0,0,0,0,0,0,6,257,334,640,615,699,722,652,832,953,900,1025,980,1193,1395,1578,1337,1101,1564,1464,1633,1750,1420,1575,1941,2387,2320,3784,4318,2590,3853,3255,3393,4375,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,4,158,159,286,270,301,344,331,353,389,391,450,468,504,554,630,533,494,542,548,563,605,540,646,648,708,892,1192,982,759,1096,974,1085,1215,678,0,0,0,0,0
Hangzhou,China,30.274084999999996,120.15507,0,0,0,0,0,0,0,0,3,19,40,73,21,62,74,64,57,64,56,73,66,97,80,138,167,89,68,107,142,104,117,159,109,102,112,120,76,88,150,402,219,220,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,16,16,17,22,28,24,28,22,29,38,46,47,49,54,38,36,42,67,48,43,46,44,45,52,59,43,52,62,91,77,78,30,0,0,0,0,0
Hong Kong,China,22.396428,114.10949699999999,0,0,0,0,0,0,0,0,2,29,52,124,133,108,78,89,66,124,161,140,178,197,229,209,254,349,220,349,336,183,236,208,186,343,426,845,595,245,398,406,518,1900,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,29,54,63,53,49,52,41,63,67,72,68,77,92,96,94,85,104,121,109,96,89,96,107,119,128,230,188,112,144,166,188,189,113,0,0,0,0,0
Chongqing,China,29.56301,106.551556,0,0,0,0,0,0,0,0,1,6,6,6,9,20,28,22,28,58,45,39,13,61,29,45,43,46,53,41,35,36,23,58,62,68,79,80,39,50,93,105,72,108,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,8,12,15,16,12,14,15,11,10,22,15,19,17,25,24,15,23,20,17,23,26,27,35,39,25,25,48,32,33,47,24,0,0,0,0,0
Ahmedabad,India,23.022505,72.57136209999999,0,0,0,0,0,0,0,0,1,22,16,26,48,34,31,54,44,46,84,118,129,118,148,184,162,127,167,583,933,905,1011,178,333,309,479,1152,1371,736,1090,985,1098,831,525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,10,20,24,19,21,32,28,31,52,62,59,59,64,96,70,70,72,69,70,70,79,73,133,126,171,274,268,130,193,226,276,254,165,0,0,0,0,0
Kuala Lumpur,Malaysia,3.1390029999999998,101.68685500000001,0,0,0,0,0,0,0,0,10,544,751,1311,1334,1294,1434,1598,1813,2365,2640,3136,3379,4300,4876,5965,6044,5944,6115,5579,6789,7466,7540,7033,7695,8208,9794,16273,16200,14774,20919,20679,21828,23047,10411,0,0,0,0,0,0,0,0,0,0,0,0,0,7,217,329,569,635,636,712,807,865,1100,1231,1465,1648,1869,2262,2672,2388,2567,2559,2231,2701,3012,2814,2850,2833,3176,3602,5633,4829,4493,6070,6421,6888,7420,3963,0,0,0,0,0
Quanzhou,China,24.874132,118.675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,2,1,0,1,9,0,0,0,3,9,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,3,0,0,0,3,1,2,2,0,0,0,0,0,0
Essen,Germany,51.455643200000004,7.011555199999999,0,0,0,0,0,0,0,0,5,66,35,48,51,53,83,97,100,100,61,93,102,186,174,162,174,139,347,339,214,256,295,188,170,240,360,662,471,236,560,629,561,602,293,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,25,27,27,29,43,40,47,47,32,51,48,73,81,79,75,65,82,80,68,109,100,67,89,96,131,155,130,103,167,170,189,190,105,0,0,0,0,0
Baghdad,Iraq,33.3128057,44.3614875,0,0,0,0,0,0,0,0,0,1,8,21,20,9,25,20,48,47,84,170,103,96,144,126,196,269,279,273,1024,747,1149,1057,1166,1234,2139,3274,2931,2102,3848,4375,4593,2773,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,5,7,11,14,17,23,29,24,44,37,61,64,76,84,77,116,128,145,178,168,223,277,366,481,449,342,422,426,438,304,162,0,0,0,0,0
Toronto,Canada,43.653226000000004,-79.3831843,0,0,0,0,0,0,0,0,47,1335,2184,2026,2016,2360,3117,2954,3427,3931,4247,4425,5394,5092,5841,5159,5577,4927,5804,5778,7006,8876,8774,8487,9245,9501,11040,12137,12431,13654,19101,19227,20985,25033,8989,0,0,0,0,0,0,0,0,0,0,0,0,0,25,636,840,903,884,979,1405,1335,1533,1778,1981,2077,2339,2173,2395,2118,2229,2280,2261,2283,2678,3149,3136,3063,3261,3395,3899,4437,4255,4584,5564,5622,6294,6714,3383,0,0,0,0,0
Santiago,Chile,-33.4488897,-70.66926550000001,0,0,0,0,0,0,0,0,17,646,1167,1692,2284,2100,3038,3172,3471,4030,3798,4548,4986,6222,6527,6040,6604,4054,6687,6691,7392,7551,7970,8505,8244,10629,15123,17088,17770,14863,21541,23968,21598,26152,11168,0,0,0,0,0,0,0,0,0,0,0,0,0,4,317,551,763,951,929,1348,1423,1488,1661,1748,2029,2149,2552,2818,2568,2340,1915,2189,2511,2682,2753,2693,3018,3054,3487,4060,4807,4717,3884,5876,6062,6022,6584,3511,0,0,0,0,0
