city,lons,lats
chongqing,106.626362788,29.6987802688
chongqing,106.635014487,29.6936636681
chongqing,106.64332784,29.6880139191
chongqing,106.651270038,29.6818533188
chongqing,106.658809737,29.6752061804
chongqing,106.66591718,29.6680987369
chongqing,106.672564319,29.6605590384
chongqing,106.678724919,29.6526168404
chongqing,106.684374668,29.6443034872
chongqing,106.689491269,29.6356517879
chongqing,106.694054528,29.6266958867
chongqing,106.698046438,29.6174711284
chongqing,106.701451243,29.6080139191
chongqing,106.704255506,29.5983615819
chongqing,106.70644816,29.5885522103
chongqing,106.708020552,29.5786245174
chongqing,106.708966477,29.5686176831
chongqing,106.7092822,29.5585712
chongqing,106.708966477,29.5485247169
chongqing,106.708020552,29.5385178826
chongqing,106.70644816,29.5285901897
chongqing,106.704255506,29.5187808181
chongqing,106.701451243,29.5091284809
chongqing,106.698046438,29.4996712716
chongqing,106.694054528,29.4904465134
chongqing,106.689491269,29.4814906121
chongqing,106.684374668,29.4728389128
chongqing,106.678724919,29.4645255596
chongqing,106.672564319,29.4565833616
chongqing,106.66591718,29.4490436631
chongqing,106.658809737,29.4419362196
chongqing,106.651270038,29.4352890812
chongqing,106.64332784,29.4291284809
chongqing,106.635014487,29.4234787319
chongqing,106.626362788,29.4183621312
chongqing,106.617406887,29.4137988716
chongqing,106.608182128,29.4098069623
chongqing,106.598724919,29.4064021574
chongqing,106.589072582,29.4035978942
chongqing,106.57926321,29.4014052399
chongqing,106.569335517,29.3998328478
chongqing,106.559328683,29.3988869235
chongqing,106.5492822,29.3985712
chongqing,106.539235717,29.3988869235
chongqing,106.529228883,29.3998328478
chongqing,106.51930119,29.4014052399
chongqing,106.509491818,29.4035978942
chongqing,106.499839481,29.4064021574
chongqing,106.490382272,29.4098069623
chongqing,106.481157513,29.4137988716
chongqing,106.472201612,29.4183621312
chongqing,106.463549913,29.4234787319
chongqing,106.45523656,29.4291284809
chongqing,106.447294362,29.4352890812
chongqing,106.439754663,29.4419362196
chongqing,106.43264722,29.4490436631
chongqing,106.426000081,29.4565833616
chongqing,106.419839481,29.4645255596
chongqing,106.414189732,29.4728389128
chongqing,106.409073131,29.4814906121
chongqing,106.404509872,29.4904465134
chongqing,106.400517962,29.4996712716
chongqing,106.397113157,29.5091284809
chongqing,106.394308894,29.5187808181
chongqing,106.39211624,29.5285901897
chongqing,106.390543848,29.5385178826
chongqing,106.389597923,29.5485247169
chongqing,106.3892822,29.5585712
chongqing,106.389597923,29.5686176831
chongqing,106.390543848,29.5786245174
chongqing,106.39211624,29.5885522103
chongqing,106.394308894,29.5983615819
chongqing,106.397113157,29.6080139191
chongqing,106.400517962,29.6174711284
chongqing,106.404509872,29.6266958867
chongqing,106.409073131,29.6356517879
chongqing,106.414189732,29.6443034872
chongqing,106.419839481,29.6526168404
chongqing,106.426000081,29.6605590384
chongqing,106.43264722,29.6680987369
chongqing,106.439754663,29.6752061804
chongqing,106.447294362,29.6818533188
chongqing,106.45523656,29.6880139191
chongqing,106.463549913,29.6936636681
chongqing,106.472201612,29.6987802688
chongqing,106.481157513,29.7033435284
chongqing,106.490382272,29.7073354377
chongqing,106.499839481,29.7107402426
chongqing,106.509491818,29.7135445058
chongqing,106.51930119,29.7157371601
chongqing,106.529228883,29.7173095522
chongqing,106.539235717,29.7182554765
chongqing,106.5492822,29.7185712
nanjing,120.384722,23.433611
nanjing,120.38597781,23.4335715346
nanjing,120.387228665,23.433453294
nanjing,120.388469626,23.433256745
nanjing,120.389695798,23.4329826632
nanjing,120.39090234,23.4326321303
nanjing,120.392084491,23.4322065297
nanjing,120.393237586,23.431707541
nanjing,120.394357073,23.4311371336
nanjing,120.395438536,23.4304975585
nanjing,120.396477705,23.4297913399
nanjing,120.39747048,23.4290212649
nanjing,120.398412942,23.4281903725
nanjing,120.399301373,23.4273019421
nanjing,120.400132265,23.4263594798
nanjing,120.40090234,23.425366705
nanjing,120.401608559,23.4243275359
nanjing,120.402248134,23.4232460735
nanjing,120.402818541,23.4221265858
nanjing,120.40331753,23.4209734911
nanjing,120.40374313,23.4197913399
nanjing,120.404093663,23.4185847977
nanjing,120.404367745,23.4173586263
nanjing,120.404564294,23.4161176647
nanjing,120.404682535,23.4148668104
nanjing,120.404722,23.413611
nanjing,120.404682535,23.4123551896
nanjing,120.404564294,23.4111043353
nanjing,120.404367745,23.4098633737
nanjing,120.404093663,23.4086372023
nanjing,120.40374313,23.4074306601
nanjing,120.40331753,23.4062485089
nanjing,120.402818541,23.4050954142
nanjing,120.402248134,23.4039759265
nanjing,120.401608559,23.4028944641
nanjing,120.40090234,23.401855295
nanjing,120.400132265,23.4008625202
nanjing,120.399301373,23.3999200579
nanjing,120.398412942,23.3990316275
nanjing,120.39747048,23.3982007351
nanjing,120.396477705,23.3974306601
nanjing,120.395438536,23.3967244415
nanjing,120.394357073,23.3960848664
nanjing,120.393237586,23.395514459
nanjing,120.392084491,23.3950154703
nanjing,120.39090234,23.3945898697
nanjing,120.389695798,23.3942393368
nanjing,120.388469626,23.393965255
nanjing,120.387228665,23.393768706
nanjing,120.38597781,23.3936504654
nanjing,120.384722,23.393611
nanjing,120.38346619,23.3936504654
nanjing,120.382215335,23.393768706
nanjing,120.380974374,23.393965255
nanjing,120.379748202,23.3942393368
nanjing,120.37854166,23.3945898697
nanjing,120.377359509,23.3950154703
nanjing,120.376206414,23.395514459
nanjing,120.375086927,23.3960848664
nanjing,120.374005464,23.3967244415
nanjing,120.372966295,23.3974306601
nanjing,120.37197352,23.3982007351
nanjing,120.371031058,23.3990316275
nanjing,120.370142627,23.3999200579
nanjing,120.369311735,23.4008625202
nanjing,120.36854166,23.401855295
nanjing,120.367835441,23.4028944641
nanjing,120.367195866,23.4039759265
nanjing,120.366625459,23.4050954142
nanjing,120.36612647,23.4062485089
nanjing,120.36570087,23.4074306601
nanjing,120.365350337,23.4086372023
nanjing,120.365076255,23.4098633737
nanjing,120.364879706,23.4111043353
nanjing,120.364761465,23.4123551896
nanjing,120.364722,23.413611
nanjing,120.364761465,23.4148668104
nanjing,120.364879706,23.4161176647
nanjing,120.365076255,23.4173586263
nanjing,120.365350337,23.4185847977
nanjing,120.36570087,23.4197913399
nanjing,120.36612647,23.4209734911
nanjing,120.366625459,23.4221265858
nanjing,120.367195866,23.4232460735
nanjing,120.367835441,23.4243275359
nanjing,120.36854166,23.425366705
nanjing,120.369311735,23.4263594798
nanjing,120.370142627,23.4273019421
nanjing,120.371031058,23.4281903725
nanjing,120.37197352,23.4290212649
nanjing,120.372966295,23.4297913399
nanjing,120.374005464,23.4304975585
nanjing,120.375086927,23.4311371336
nanjing,120.376206414,23.431707541
nanjing,120.377359509,23.4322065297
nanjing,120.37854166,23.4326321303
nanjing,120.379748202,23.4329826632
nanjing,120.380974374,23.433256745
nanjing,120.382215335,23.433453294
nanjing,120.38346619,23.4335715346
nanjing,120.384722,23.433611
tehran,51.4223519,35.846172
tehran,51.4323983831,35.8458562765
tehran,51.4424052174,35.8449103522
tehran,51.4523329103,35.8433379601
tehran,51.4621422819,35.8411453058
tehran,51.4717946191,35.8383410426
tehran,51.4812518284,35.8349362377
tehran,51.4904765866,35.8309443284
tehran,51.4994324879,35.8263810688
tehran,51.5080841872,35.8212644681
tehran,51.5163975404,35.8156147191
tehran,51.5243397384,35.8094541188
tehran,51.5318794369,35.8028069804
tehran,51.5389868804,35.7956995369
tehran,51.5456340188,35.7881598384
tehran,51.5517946191,35.7802176404
tehran,51.5574443681,35.7719042872
tehran,51.5625609688,35.7632525879
tehran,51.5671242284,35.7542966867
tehran,51.5711161377,35.7450719284
tehran,51.5745209426,35.7356147191
tehran,51.5773252058,35.7259623819
tehran,51.5795178601,35.7161530103
tehran,51.5810902522,35.7062253174
tehran,51.5820361765,35.6962184831
tehran,51.5823519,35.686172
tehran,51.5820361765,35.6761255169
tehran,51.5810902522,35.6661186826
tehran,51.5795178601,35.6561909897
tehran,51.5773252058,35.6463816181
tehran,51.5745209426,35.6367292809
tehran,51.5711161377,35.6272720716
tehran,51.5671242284,35.6180473133
tehran,51.5625609688,35.6090914121
tehran,51.5574443681,35.6004397128
tehran,51.5517946191,35.5921263596
tehran,51.5456340188,35.5841841616
tehran,51.5389868804,35.5766444631
tehran,51.5318794369,35.5695370196
tehran,51.5243397384,35.5628898812
tehran,51.5163975404,35.5567292809
tehran,51.5080841872,35.5510795319
tehran,51.4994324879,35.5459629312
tehran,51.4904765866,35.5413996716
tehran,51.4812518284,35.5374077623
tehran,51.4717946191,35.5340029574
tehran,51.4621422819,35.5311986942
tehran,51.4523329103,35.5290060399
tehran,51.4424052174,35.5274336478
tehran,51.4323983831,35.5264877235
tehran,51.4223519,35.526172
tehran,51.4123054169,35.5264877235
tehran,51.4022985826,35.5274336478
tehran,51.3923708897,35.5290060399
tehran,51.3825615181,35.5311986942
tehran,51.3729091809,35.5340029574
tehran,51.3634519716,35.5374077623
tehran,51.3542272134,35.5413996716
tehran,51.3452713121,35.5459629312
tehran,51.3366196128,35.5510795319
tehran,51.3283062596,35.5567292809
tehran,51.3203640616,35.5628898812
tehran,51.3128243631,35.5695370196
tehran,51.3057169196,35.5766444631
tehran,51.2990697812,35.5841841616
tehran,51.2929091809,35.5921263596
tehran,51.2872594319,35.6004397128
tehran,51.2821428312,35.6090914121
tehran,51.2775795716,35.6180473133
tehran,51.2735876623,35.6272720716
tehran,51.2701828574,35.6367292809
tehran,51.2673785942,35.6463816181
tehran,51.2651859399,35.6561909897
tehran,51.2636135478,35.6661186826
tehran,51.2626676235,35.6761255169
tehran,51.2623519,35.686172
tehran,51.2626676235,35.6962184831
tehran,51.2636135478,35.7062253174
tehran,51.2651859399,35.7161530103
tehran,51.2673785942,35.7259623819
tehran,51.2701828574,35.7356147191
tehran,51.2735876623,35.7450719284
tehran,51.2775795716,35.7542966867
tehran,51.2821428312,35.7632525879
tehran,51.2872594319,35.7719042872
tehran,51.2929091809,35.7802176404
tehran,51.2990697812,35.7881598384
tehran,51.3057169196,35.7956995369
tehran,51.3128243631,35.8028069804
tehran,51.3203640616,35.8094541188
tehran,51.3283062596,35.8156147191
tehran,51.3366196128,35.8212644681
tehran,51.3452713121,35.8263810688
tehran,51.3542272134,35.8309443284
tehran,51.3634519716,35.8349362377
tehran,51.3729091809,35.8383410426
tehran,51.3825615181,35.8411453058
tehran,51.3923708897,35.8433379601
tehran,51.4022985826,35.8449103522
tehran,51.4123054169,35.8458562765
tehran,51.4223519,35.846172
shenyang,123.4277858,41.9645293
shenyang,123.437832283,41.9642135765
shenyang,123.447839117,41.9632676522
shenyang,123.45776681,41.9616952601
shenyang,123.467576182,41.9595026058
shenyang,123.477228519,41.9566983426
shenyang,123.486685728,41.9532935377
shenyang,123.495910487,41.9493016284
shenyang,123.504866388,41.9447383688
shenyang,123.513518087,41.9396217681
shenyang,123.52183144,41.9339720191
shenyang,123.529773638,41.9278114188
shenyang,123.537313337,41.9211642804
shenyang,123.54442078,41.9140568369
shenyang,123.551067919,41.9065171384
shenyang,123.557228519,41.8985749404
shenyang,123.562878268,41.8902615872
shenyang,123.567994869,41.8816098879
shenyang,123.572558128,41.8726539867
shenyang,123.576550038,41.8634292284
shenyang,123.579954843,41.8539720191
shenyang,123.582759106,41.8443196819
shenyang,123.58495176,41.8345103103
shenyang,123.586524152,41.8245826174
shenyang,123.587470077,41.8145757831
shenyang,123.5877858,41.8045293
shenyang,123.587470077,41.7944828169
shenyang,123.586524152,41.7844759826
shenyang,123.58495176,41.7745482897
shenyang,123.582759106,41.7647389181
shenyang,123.579954843,41.7550865809
shenyang,123.576550038,41.7456293716
shenyang,123.572558128,41.7364046133
shenyang,123.567994869,41.7274487121
shenyang,123.562878268,41.7187970128
shenyang,123.557228519,41.7104836596
shenyang,123.551067919,41.7025414616
shenyang,123.54442078,41.6950017631
shenyang,123.537313337,41.6878943196
shenyang,123.529773638,41.6812471812
shenyang,123.52183144,41.6750865809
shenyang,123.513518087,41.6694368319
shenyang,123.504866388,41.6643202312
shenyang,123.495910487,41.6597569716
shenyang,123.486685728,41.6557650623
shenyang,123.477228519,41.6523602574
shenyang,123.467576182,41.6495559942
shenyang,123.45776681,41.6473633399
shenyang,123.447839117,41.6457909478
shenyang,123.437832283,41.6448450235
shenyang,123.4277858,41.6445293
shenyang,123.417739317,41.6448450235
shenyang,123.407732483,41.6457909478
shenyang,123.39780479,41.6473633399
shenyang,123.387995418,41.6495559942
shenyang,123.378343081,41.6523602574
shenyang,123.368885872,41.6557650623
shenyang,123.359661113,41.6597569716
shenyang,123.350705212,41.6643202312
shenyang,123.342053513,41.6694368319
shenyang,123.33374016,41.6750865809
shenyang,123.325797962,41.6812471812
shenyang,123.318258263,41.6878943196
shenyang,123.31115082,41.6950017631
shenyang,123.304503681,41.7025414616
shenyang,123.298343081,41.7104836596
shenyang,123.292693332,41.7187970128
shenyang,123.287576731,41.7274487121
shenyang,123.283013472,41.7364046133
shenyang,123.279021562,41.7456293716
shenyang,123.275616757,41.7550865809
shenyang,123.272812494,41.7647389181
shenyang,123.27061984,41.7745482897
shenyang,123.269047448,41.7844759826
shenyang,123.268101523,41.7944828169
shenyang,123.2677858,41.8045293
shenyang,123.268101523,41.8145757831
shenyang,123.269047448,41.8245826174
shenyang,123.27061984,41.8345103103
shenyang,123.272812494,41.8443196819
shenyang,123.275616757,41.8539720191
shenyang,123.279021562,41.8634292284
shenyang,123.283013472,41.8726539867
shenyang,123.287576731,41.8816098879
shenyang,123.292693332,41.8902615872
shenyang,123.298343081,41.8985749404
shenyang,123.304503681,41.9065171384
shenyang,123.31115082,41.9140568369
shenyang,123.318258263,41.9211642804
shenyang,123.325797962,41.9278114188
shenyang,123.33374016,41.9339720191
shenyang,123.342053513,41.9396217681
shenyang,123.350705212,41.9447383688
shenyang,123.359661113,41.9493016284
shenyang,123.368885872,41.9532935377
shenyang,123.378343081,41.9566983426
shenyang,123.387995418,41.9595026058
shenyang,123.39780479,41.9616952601
shenyang,123.407732483,41.9632676522
shenyang,123.417739317,41.9642135765
shenyang,123.4277858,41.9645293
bogota,-74.0760866,4.7580478
bogota,-74.0660401169,4.75773207655
bogota,-74.0560332826,4.75678615221
bogota,-74.0461055897,4.75521376012
bogota,-74.0362962181,4.75302110578
bogota,-74.0266438809,4.75021684261
bogota,-74.0171866716,4.74681203774
bogota,-74.0079619134,4.74282012839
bogota,-73.9990060121,4.73825686881
bogota,-73.9903543128,4.73314026808
bogota,-73.9820409596,4.7274905191
bogota,-73.9740987616,4.72132991884
bogota,-73.9665590631,4.71468278039
bogota,-73.9594516196,4.70757533695
bogota,-73.9528044812,4.70003563836
bogota,-73.9466438809,4.69209344037
bogota,-73.9409941319,4.6837800872
bogota,-73.9358775312,4.67512838786
bogota,-73.9313142716,4.66617248665
bogota,-73.9273223623,4.65694772843
bogota,-73.9239175574,4.6474905191
bogota,-73.9211132942,4.63783818195
bogota,-73.9189206399,4.62802881033
bogota,-73.9173482478,4.61810111737
bogota,-73.9164023235,4.60809428312
bogota,-73.9160866,4.5980478
bogota,-73.9164023235,4.58800131688
bogota,-73.9173482478,4.57799448263
bogota,-73.9189206399,4.56806678967
bogota,-73.9211132942,4.55825741805
bogota,-73.9239175574,4.5486050809
bogota,-73.9273223623,4.53914787157
bogota,-73.9313142716,4.52992311335
bogota,-73.9358775312,4.52096721214
bogota,-73.9409941319,4.5123155128
bogota,-73.9466438809,4.50400215963
bogota,-73.9528044812,4.49605996164
bogota,-73.9594516196,4.48852026305
bogota,-73.9665590631,4.48141281961
bogota,-73.9740987616,4.47476568116
bogota,-73.9820409596,4.4686050809
bogota,-73.9903543128,4.46295533192
bogota,-73.9990060121,4.45783873119
bogota,-74.0079619134,4.45327547161
bogota,-74.0171866716,4.44928356226
bogota,-74.0266438809,4.44587875739
bogota,-74.0362962181,4.44307449422
bogota,-74.0461055897,4.44088183988
bogota,-74.0560332826,4.43930944779
bogota,-74.0660401169,4.43836352345
bogota,-74.0760866,4.4380478
bogota,-74.0861330831,4.43836352345
bogota,-74.0961399174,4.43930944779
bogota,-74.1060676103,4.44088183988
bogota,-74.1158769819,4.44307449422
bogota,-74.1255293191,4.44587875739
bogota,-74.1349865284,4.44928356226
bogota,-74.1442112867,4.45327547161
bogota,-74.1531671879,4.45783873119
bogota,-74.1618188872,4.46295533192
bogota,-74.1701322404,4.4686050809
bogota,-74.1780744384,4.47476568116
bogota,-74.1856141369,4.48141281961
bogota,-74.1927215804,4.48852026305
bogota,-74.1993687188,4.49605996164
bogota,-74.2055293191,4.50400215963
bogota,-74.2111790681,4.5123155128
bogota,-74.2162956688,4.52096721214
bogota,-74.2208589284,4.52992311335
bogota,-74.2248508377,4.53914787157
bogota,-74.2282556426,4.5486050809
bogota,-74.2310599058,4.55825741805
bogota,-74.2332525601,4.56806678967
bogota,-74.2348249522,4.57799448263
bogota,-74.2357708765,4.58800131688
bogota,-74.2360866,4.5980478
bogota,-74.2357708765,4.60809428312
bogota,-74.2348249522,4.61810111737
bogota,-74.2332525601,4.62802881033
bogota,-74.2310599058,4.63783818195
bogota,-74.2282556426,4.6474905191
bogota,-74.2248508377,4.65694772843
bogota,-74.2208589284,4.66617248665
bogota,-74.2162956688,4.67512838786
bogota,-74.2111790681,4.6837800872
bogota,-74.2055293191,4.69209344037
bogota,-74.1993687188,4.70003563836
bogota,-74.1927215804,4.70757533695
bogota,-74.1856141369,4.71468278039
bogota,-74.1780744384,4.72132991884
bogota,-74.1701322404,4.7274905191
bogota,-74.1618188872,4.73314026808
bogota,-74.1531671879,4.73825686881
bogota,-74.1442112867,4.74282012839
bogota,-74.1349865284,4.74681203774
bogota,-74.1255293191,4.75021684261
bogota,-74.1158769819,4.75302110578
bogota,-74.1060676103,4.75521376012
bogota,-74.0961399174,4.75678615221
bogota,-74.0861330831,4.75773207655
bogota,-74.0760866,4.7580478
hong kong,114.1628131,22.4393278
hong kong,114.172859583,22.4390120765
hong kong,114.182866417,22.4380661522
hong kong,114.19279411,22.4364937601
hong kong,114.202603482,22.4343011058
hong kong,114.212255819,22.4314968426
hong kong,114.221713028,22.4280920377
hong kong,114.230937787,22.4241001284
hong kong,114.239893688,22.4195368688
hong kong,114.248545387,22.4144202681
hong kong,114.25685874,22.4087705191
hong kong,114.264800938,22.4026099188
hong kong,114.272340637,22.3959627804
hong kong,114.27944808,22.3888553369
hong kong,114.286095219,22.3813156384
hong kong,114.292255819,22.3733734404
hong kong,114.297905568,22.3650600872
hong kong,114.303022169,22.3564083879
hong kong,114.307585428,22.3474524866
hong kong,114.311577338,22.3382277284
hong kong,114.314982143,22.3287705191
hong kong,114.317786406,22.3191181819
hong kong,114.31997906,22.3093088103
hong kong,114.321551452,22.2993811174
hong kong,114.322497377,22.2893742831
hong kong,114.3228131,22.2793278
hong kong,114.322497377,22.2692813169
hong kong,114.321551452,22.2592744826
hong kong,114.31997906,22.2493467897
hong kong,114.317786406,22.2395374181
hong kong,114.314982143,22.2298850809
hong kong,114.311577338,22.2204278716
hong kong,114.307585428,22.2112031133
hong kong,114.303022169,22.2022472121
hong kong,114.297905568,22.1935955128
hong kong,114.292255819,22.1852821596
hong kong,114.286095219,22.1773399616
hong kong,114.27944808,22.1698002631
hong kong,114.272340637,22.1626928196
hong kong,114.264800938,22.1560456812
hong kong,114.25685874,22.1498850809
hong kong,114.248545387,22.1442353319
hong kong,114.239893688,22.1391187312
hong kong,114.230937787,22.1345554716
hong kong,114.221713028,22.1305635623
hong kong,114.212255819,22.1271587574
hong kong,114.202603482,22.1243544942
hong kong,114.19279411,22.1221618399
hong kong,114.182866417,22.1205894478
hong kong,114.172859583,22.1196435235
hong kong,114.1628131,22.1193278
hong kong,114.152766617,22.1196435235
hong kong,114.142759783,22.1205894478
hong kong,114.13283209,22.1221618399
hong kong,114.123022718,22.1243544942
hong kong,114.113370381,22.1271587574
hong kong,114.103913172,22.1305635623
hong kong,114.094688413,22.1345554716
hong kong,114.085732512,22.1391187312
hong kong,114.077080813,22.1442353319
hong kong,114.06876746,22.1498850809
hong kong,114.060825262,22.1560456812
hong kong,114.053285563,22.1626928196
hong kong,114.04617812,22.1698002631
hong kong,114.039530981,22.1773399616
hong kong,114.033370381,22.1852821596
hong kong,114.027720632,22.1935955128
hong kong,114.022604031,22.2022472121
hong kong,114.018040772,22.2112031133
hong kong,114.014048862,22.2204278716
hong kong,114.010644057,22.2298850809
hong kong,114.007839794,22.2395374181
hong kong,114.00564714,22.2493467897
hong kong,114.004074748,22.2592744826
hong kong,114.003128823,22.2692813169
hong kong,114.0028131,22.2793278
hong kong,114.003128823,22.2893742831
hong kong,114.004074748,22.2993811174
hong kong,114.00564714,22.3093088103
hong kong,114.007839794,22.3191181819
hong kong,114.010644057,22.3287705191
hong kong,114.014048862,22.3382277284
hong kong,114.018040772,22.3474524866
hong kong,114.022604031,22.3564083879
hong kong,114.027720632,22.3650600872
hong kong,114.033370381,22.3733734404
hong kong,114.039530981,22.3813156384
hong kong,114.04617812,22.3888553369
hong kong,114.053285563,22.3959627804
hong kong,114.060825262,22.4026099188
hong kong,114.06876746,22.4087705191
hong kong,114.077080813,22.4144202681
hong kong,114.085732512,22.4195368688
hong kong,114.094688413,22.4241001284
hong kong,114.103913172,22.4280920377
hong kong,114.113370381,22.4314968426
hong kong,114.123022718,22.4343011058
hong kong,114.13283209,22.4364937601
hong kong,114.142759783,22.4380661522
hong kong,114.152766617,22.4390120765
hong kong,114.1628131,22.4393278
hanoi,105.85247,21.1892095
hanoi,105.862516483,21.1888937765
hanoi,105.872523317,21.1879478522
hanoi,105.88245101,21.1863754601
hanoi,105.892260382,21.1841828058
hanoi,105.901912719,21.1813785426
hanoi,105.911369928,21.1779737377
hanoi,105.920594687,21.1739818284
hanoi,105.929550588,21.1694185688
hanoi,105.938202287,21.1643019681
hanoi,105.94651564,21.1586522191
hanoi,105.954457838,21.1524916188
hanoi,105.961997537,21.1458444804
hanoi,105.96910498,21.1387370369
hanoi,105.975752119,21.1311973384
hanoi,105.981912719,21.1232551404
hanoi,105.987562468,21.1149417872
hanoi,105.992679069,21.1062900879
hanoi,105.997242328,21.0973341866
hanoi,106.001234238,21.0881094284
hanoi,106.004639043,21.0786522191
hanoi,106.007443306,21.0689998819
hanoi,106.00963596,21.0591905103
hanoi,106.011208352,21.0492628174
hanoi,106.012154277,21.0392559831
hanoi,106.01247,21.0292095
hanoi,106.012154277,21.0191630169
hanoi,106.011208352,21.0091561826
hanoi,106.00963596,20.9992284897
hanoi,106.007443306,20.9894191181
hanoi,106.004639043,20.9797667809
hanoi,106.001234238,20.9703095716
hanoi,105.997242328,20.9610848133
hanoi,105.992679069,20.9521289121
hanoi,105.987562468,20.9434772128
hanoi,105.981912719,20.9351638596
hanoi,105.975752119,20.9272216616
hanoi,105.96910498,20.9196819631
hanoi,105.961997537,20.9125745196
hanoi,105.954457838,20.9059273812
hanoi,105.94651564,20.8997667809
hanoi,105.938202287,20.8941170319
hanoi,105.929550588,20.8890004312
hanoi,105.920594687,20.8844371716
hanoi,105.911369928,20.8804452623
hanoi,105.901912719,20.8770404574
hanoi,105.892260382,20.8742361942
hanoi,105.88245101,20.8720435399
hanoi,105.872523317,20.8704711478
hanoi,105.862516483,20.8695252235
hanoi,105.85247,20.8692095
hanoi,105.842423517,20.8695252235
hanoi,105.832416683,20.8704711478
hanoi,105.82248899,20.8720435399
hanoi,105.812679618,20.8742361942
hanoi,105.803027281,20.8770404574
hanoi,105.793570072,20.8804452623
hanoi,105.784345313,20.8844371716
hanoi,105.775389412,20.8890004312
hanoi,105.766737713,20.8941170319
hanoi,105.75842436,20.8997667809
hanoi,105.750482162,20.9059273812
hanoi,105.742942463,20.9125745196
hanoi,105.73583502,20.9196819631
hanoi,105.729187881,20.9272216616
hanoi,105.723027281,20.9351638596
hanoi,105.717377532,20.9434772128
hanoi,105.712260931,20.9521289121
hanoi,105.707697672,20.9610848133
hanoi,105.703705762,20.9703095716
hanoi,105.700300957,20.9797667809
hanoi,105.697496694,20.9894191181
hanoi,105.69530404,20.9992284897
hanoi,105.693731648,21.0091561826
hanoi,105.692785723,21.0191630169
hanoi,105.69247,21.0292095
hanoi,105.692785723,21.0392559831
hanoi,105.693731648,21.0492628174
hanoi,105.69530404,21.0591905103
hanoi,105.697496694,21.0689998819
hanoi,105.700300957,21.0786522191
hanoi,105.703705762,21.0881094284
hanoi,105.707697672,21.0973341866
hanoi,105.712260931,21.1062900879
hanoi,105.717377532,21.1149417872
hanoi,105.723027281,21.1232551404
hanoi,105.729187881,21.1311973384
hanoi,105.73583502,21.1387370369
hanoi,105.742942463,21.1458444804
hanoi,105.750482162,21.1524916188
hanoi,105.75842436,21.1586522191
hanoi,105.766737713,21.1643019681
hanoi,105.775389412,21.1694185688
hanoi,105.784345313,21.1739818284
hanoi,105.793570072,21.1779737377
hanoi,105.803027281,21.1813785426
hanoi,105.812679618,21.1841828058
hanoi,105.82248899,21.1863754601
hanoi,105.832416683,21.1879478522
hanoi,105.842423517,21.1888937765
hanoi,105.85247,21.1892095
baghdad,44.182924,33.2556091
baghdad,44.2034704,33.2417985
baghdad,44.2161439,33.2461346
baghdad,44.2320818,33.2475799
baghdad,44.2407228,33.251434
baghdad,44.2409148,33.2605867
baghdad,44.2560949,33.2740188
baghdad,44.2752399,33.2857105
baghdad,44.2539791,33.3627321
baghdad,44.2518576,33.3823063
baghdad,44.2513145,33.3974978
baghdad,44.2741256,33.4233398
baghdad,44.294221,33.4333119
baghdad,44.3612802,33.3868622
baghdad,44.3680003,33.3881984
baghdad,44.3670838,33.3926481
baghdad,44.3687811,33.3930449
baghdad,44.3659297,33.396304
baghdad,44.3633838,33.3997898
baghdad,44.3621278,33.4034171
baghdad,44.3623116,33.4061603
baghdad,44.3643518,33.4128925
baghdad,44.3685755,33.4096909
baghdad,44.374939,33.4120333
baghdad,44.375467,33.4139568
baghdad,44.3818998,33.4153993
baghdad,44.3798547,33.4228028
baghdad,44.3800756,33.4313058
baghdad,44.4307284,33.4297165
baghdad,44.4413193,33.4447864
baghdad,44.4560468,33.451708
baghdad,44.4988678,33.451708
baghdad,44.5184541,33.4499457
baghdad,44.5407047,33.4554329
baghdad,44.5594884,33.4344905
baghdad,44.581439,33.4225986
baghdad,44.5810069,33.4157068
baghdad,44.5716824,33.4003818
baghdad,44.5745343,33.3990579
baghdad,44.5728496,33.3952599
baghdad,44.5736746,33.3929171
baghdad,44.5770894,33.391184
baghdad,44.5821149,33.3854268
baghdad,44.5904666,33.3801788
baghdad,44.5688945,33.3518146
baghdad,44.559792,33.3314237
baghdad,44.5614892,33.3082778
baghdad,44.5675993,33.3071998
baghdad,44.5762214,33.2964188
baghdad,44.5770834,33.2880648
baghdad,44.5745871,33.2807611
baghdad,44.574323,33.2784534
baghdad,44.5695705,33.2785939
baghdad,44.5689224,33.2764267
baghdad,44.5698345,33.2759651
baghdad,44.569829,33.2754646
baghdad,44.5657556,33.2724563
baghdad,44.5658235,33.2714914
baghdad,44.5798088,33.2676315
baghdad,44.5779758,33.2642256
baghdad,44.5853758,33.2617846
baghdad,44.5792657,33.255767
baghdad,44.5844254,33.2529284
baghdad,44.5880235,33.2529284
baghdad,44.5876841,33.2512819
baghdad,44.5805556,33.2489541
baghdad,44.5724088,33.2419704
baghdad,44.5808951,33.2388474
baghdad,44.5702383,33.2184581
baghdad,44.5710784,33.2175243
baghdad,44.5744537,33.2182935
baghdad,44.5766402,33.2092171
baghdad,44.579865,33.2094443
baghdad,44.5781678,33.2025426
baghdad,44.5784393,33.2020881
baghdad,44.5756898,33.1988501
baghdad,44.5686847,33.2024577
baghdad,44.5688605,33.201348
baghdad,44.5692063,33.2008952
baghdad,44.571243,33.1998158
baghdad,44.5710909,33.1994168
baghdad,44.5698787,33.1971573
